title,description,lat,lng,marker-size,marker-color,stroke,stroke-width
Orosi,Stratovolcano(es),10.98,-85.473,large,#FF0000,#FFFFFF,2
Rincon de la Vieja,Complex,10.83,-85.324,large,#FF0000,#FFFFFF,2
Miravalles,Stratovolcano,10.748,-85.153,large,#FF0000,#FFFFFF,2
Tenorio,Stratovolcano(es),10.673,-85.015,large,#FF0000,#FFFFFF,2
Arenal,Stratovolcano,10.463,-84.703,large,#FF0000,#FFFFFF,2
Platanar,Stratovolcano(es),10.3,-84.366,large,#FF0000,#FFFFFF,2
Poas,Stratovolcano,10.2,-84.233,large,#FF0000,#FFFFFF,2
Barva,Complex,10.135,-84.1,large,#FF0000,#FFFFFF,2
Irazu,Stratovolcano,9.979,-83.852,large,#FF0000,#FFFFFF,2
Turrialba,Stratovolcano,10.025,-83.767,large,#FF0000,#FFFFFF,2
Baru,Stratovolcano,8.808,-82.543,large,#FF0000,#FFFFFF,2
Romeral,Stratovolcano,5.203,-75.363,large,#FF0000,#FFFFFF,2
"Bravo, Cerro",Stratovolcano,5.091,-75.293,large,#FF0000,#FFFFFF,2
"Ruiz, Nevado del",Stratovolcano,4.892,-75.324,large,#FF0000,#FFFFFF,2
Santa Isabel,Shield,4.818,-75.365,large,#FF0000,#FFFFFF,2
"Tolima, Nevado del",Stratovolcano,4.658,-75.33,large,#FF0000,#FFFFFF,2
Machin,Stratovolcano,4.487,-75.389,large,#FF0000,#FFFFFF,2
"Huila, Nevado del",Stratovolcano,2.93,-76.03,large,#FF0000,#FFFFFF,2
Purace,Stratovolcano(es),2.3095,-76.3948,large,#FF0000,#FFFFFF,2
Sotara,Stratovolcano,2.108,-76.592,large,#FF0000,#FFFFFF,2
Dona Juana,Stratovolcano,1.5,-76.936,large,#FF0000,#FFFFFF,2
Galeras,Complex,1.22,-77.37,large,#FF0000,#FFFFFF,2
Azufral,Stratovolcano,1.08,-77.68,large,#FF0000,#FFFFFF,2
Cumbal,Stratovolcano,0.95,-77.87,large,#FF0000,#FFFFFF,2
Chiles-Cerro Negro,Stratovolcano,0.817,-77.938,large,#FF0000,#FFFFFF,2
Soche,Stratovolcano,0.552,-77.58,large,#FF0000,#FFFFFF,2
Chachimbiro,Stratovolcano,0.468,-78.287,large,#FF0000,#FFFFFF,2
Cuicocha,Caldera,0.308,-78.364,large,#FF0000,#FFFFFF,2
Imbabura,Compound,0.258,-78.183,large,#FF0000,#FFFFFF,2
Mojanda,Stratovolcano(es),0.13,-78.27,large,#FF0000,#FFFFFF,2
Cayambe,Compound,0.029,-77.986,large,#FF0000,#FFFFFF,2
Reventador,Stratovolcano,-0.077,-77.656,large,#FF0000,#FFFFFF,2
Pululahua,Caldera,0.0464,-78.49,large,#FF0000,#FFFFFF,2
Guagua Pichincha,Stratovolcano,-0.171,-78.598,large,#FF0000,#FFFFFF,2
Atacazo,Stratovolcano,-0.353,-78.617,large,#FF0000,#FFFFFF,2
Chacana,Caldera,-0.375,-78.25,large,#FF0000,#FFFFFF,2
Antisana,Stratovolcano,-0.481,-78.141,large,#FF0000,#FFFFFF,2
Aliso,Stratovolcano,-0.53,-78,large,#FF0000,#FFFFFF,2
Sumaco,Stratovolcano,-0.538,-77.626,large,#FF0000,#FFFFFF,2
Iliniza,Stratovolcano,-0.662,-78.716,large,#FF0000,#FFFFFF,2
Cotopaxi,Stratovolcano,-0.677,-78.436,large,#FF0000,#FFFFFF,2
Quilotoa,Caldera,-0.8592,-78.9044,large,#FF0000,#FFFFFF,2
Chimborazo,Stratovolcano,-1.469,-78.817,large,#FF0000,#FFFFFF,2
Tungurahua,Stratovolcano,-1.467,-78.442,large,#FF0000,#FFFFFF,2
Licto,Pyroclastic cone(s),-1.786,-78.614,large,#FF0000,#FFFFFF,2
Sangay,Stratovolcano,-2.005,-78.341,large,#FF0000,#FFFFFF,2
Fernandina,Shield,-0.37,-91.55,large,#FF0000,#FFFFFF,2
Ecuador,Shield,-0.02,-91.546,large,#FF0000,#FFFFFF,2
Wolf,Shield,0.02,-91.35,large,#FF0000,#FFFFFF,2
Darwin,Shield,-0.18,-91.28,large,#FF0000,#FFFFFF,2
Alcedo,Shield,-0.43,-91.12,large,#FF0000,#FFFFFF,2
"Negra, Sierra",Shield,-0.83,-91.17,large,#FF0000,#FFFFFF,2
"Azul, Cerro",Shield,-0.92,-91.408,large,#FF0000,#FFFFFF,2
Pinta,Shield,0.58,-90.75,large,#FF0000,#FFFFFF,2
Marchena,Shield,0.33,-90.47,large,#FF0000,#FFFFFF,2
Genovesa,Shield,0.32,-89.958,large,#FF0000,#FFFFFF,2
Santiago,Shield,-0.22,-90.77,large,#FF0000,#FFFFFF,2
Santa Cruz,Shield,-0.62,-90.33,large,#FF0000,#FFFFFF,2
San Cristobal,Shield,-0.88,-89.5,large,#FF0000,#FFFFFF,2
Quimsachata-Oroscocha,Lava dome,-14.131,-71.363,large,#FF0000,#FFFFFF,2
"Auquihuato, Cerro",Pyroclastic cone,-15.0726,-73.1914,large,#FF0000,#FFFFFF,2
Coropuna,Stratovolcano,-15.52,-72.65,large,#FF0000,#FFFFFF,2
Andahua-Orcopampa,Volcanic field,-15.42,-72.33,large,#FF0000,#FFFFFF,2
Huambo,Volcanic field,-15.78,-72.08,large,#FF0000,#FFFFFF,2
Sabancaya,Stratovolcano(es),-15.787,-71.857,large,#FF0000,#FFFFFF,2
"Misti, El",Stratovolcano,-16.2991,-71.4056,large,#FF0000,#FFFFFF,2
Ubinas,Stratovolcano,-16.345,-70.8972,large,#FF0000,#FFFFFF,2
Huaynaputina,Stratovolcano,-16.6144,-70.8542,large,#FF0000,#FFFFFF,2
Ticsani,Lava dome(s),-16.7586,-70.5981,large,#FF0000,#FFFFFF,2
Tutupaca,Stratovolcano(es),-17.026,-70.372,large,#FF0000,#FFFFFF,2
Yucamane,Stratovolcano(es),-17.184,-70.196,large,#FF0000,#FFFFFF,2
"Casiri, Nevados",Stratovolcano(es),-17.4852,-69.7886,large,#FF0000,#FFFFFF,2
Taapaca,Complex,-18.1,-69.5,large,#FF0000,#FFFFFF,2
Parinacota,Stratovolcano,-18.166,-69.142,large,#FF0000,#FFFFFF,2
Guallatiri,Stratovolcano,-18.42,-69.092,large,#FF0000,#FFFFFF,2
Isluga,Stratovolcano,-19.15,-68.83,large,#FF0000,#FFFFFF,2
Tata Sabaya,Stratovolcano,-19.13,-68.53,large,#FF0000,#FFFFFF,2
Irruputuncu,Stratovolcano,-20.73,-68.55,large,#FF0000,#FFFFFF,2
Olca-Paruma,Stratovolcano(es),-20.939,-68.413,large,#FF0000,#FFFFFF,2
Putana,Stratovolcano,-22.557,-67.853,large,#FF0000,#FFFFFF,2
Sairecabur,Stratovolcano(es),-22.719,-67.891,large,#FF0000,#FFFFFF,2
Licancabur,Stratovolcano,-22.83,-67.88,large,#FF0000,#FFFFFF,2
Guayaques,Lava dome(s),-22.895,-67.566,large,#FF0000,#FFFFFF,2
Purico Complex,Shield(pyroclastic),-23,-67.75,large,#FF0000,#FFFFFF,2
Colachi,Stratovolcano,-23.236,-67.645,large,#FF0000,#FFFFFF,2
Acamarachi,Stratovolcano,-23.292,-67.618,large,#FF0000,#FFFFFF,2
Chiliques,Stratovolcano,-23.58,-67.7,large,#FF0000,#FFFFFF,2
Lascar,Stratovolcano(es),-23.37,-67.73,large,#FF0000,#FFFFFF,2
Cordon de Puntas Negras,Stratovolcano(es),-23.743,-67.534,large,#FF0000,#FFFFFF,2
Miniques,Stratovolcano(es),-23.82,-67.77,large,#FF0000,#FFFFFF,2
"Tujle, Cerro",Maar,-23.83,-67.95,large,#FF0000,#FFFFFF,2
Caichinque,Stratovolcano(es),-23.949,-67.74,large,#FF0000,#FFFFFF,2
Tilocalar,Lava cone(es),-23.97,-68.13,large,#FF0000,#FFFFFF,2
Pular,Stratovolcano(es),-24.188,-68.054,large,#FF0000,#FFFFFF,2
"Negrillar, La",Pyroclastic cone(s),-24.319,-68.59,large,#FF0000,#FFFFFF,2
Socompa,Stratovolcano,-24.396,-68.246,large,#FF0000,#FFFFFF,2
Llullaillaco,Stratovolcano,-24.72,-68.53,large,#FF0000,#FFFFFF,2
Corrida de Cori Volcanic Field,Stratovolcano,-25.083,-68.367,large,#FF0000,#FFFFFF,2
Lastarria,Stratovolcano,-25.168,-68.507,large,#FF0000,#FFFFFF,2
Cordon del Azufre,Complex,-25.336,-68.521,large,#FF0000,#FFFFFF,2
"Bayo Gorbea, Cerro",Complex,-25.414,-68.588,large,#FF0000,#FFFFFF,2
"Nevada, Sierra",Complex,-26.48,-68.58,large,#FF0000,#FFFFFF,2
Falso Azufre,Complex,-26.8,-68.37,large,#FF0000,#FFFFFF,2
"Incahuasi, Nevado de",Stratovolcano(es),-27.033,-68.296,large,#FF0000,#FFFFFF,2
"Ojos del Salado, Nevados",Stratovolcano,-27.109,-68.541,large,#FF0000,#FFFFFF,2
"Solo, El",Stratovolcano,-27.105,-68.713,large,#FF0000,#FFFFFF,2
Aracar,Stratovolcano,-24.29,-67.783,large,#FF0000,#FFFFFF,2
Unnamed,Pyroclastic cone,-25.078,-68.266,large,#FF0000,#FFFFFF,2
"Condor, El",Stratovolcano,-26.632,-68.361,large,#FF0000,#FFFFFF,2
Peinado,Stratovolcano,-26.623,-68.116,large,#FF0000,#FFFFFF,2
"Blanco, Cerro",Caldera,-26.7657,-67.746,large,#FF0000,#FFFFFF,2
Tipas,Complex,-27.196,-68.561,large,#FF0000,#FFFFFF,2
Rapa Nui,Shield(s),-27.114,-109.356,large,#FF0000,#FFFFFF,2
Tupungatito,Stratovolcano,-33.425,-69.797,large,#FF0000,#FFFFFF,2
San Jose,Stratovolcano(es),-33.789,-69.895,large,#FF0000,#FFFFFF,2
Maipo,Caldera,-34.164,-69.832,large,#FF0000,#FFFFFF,2
Palomo,Stratovolcano,-34.608,-70.295,large,#FF0000,#FFFFFF,2
"Atuel, Caldera del",Caldera,-34.592,-69.921,large,#FF0000,#FFFFFF,2
Risco Plateado,Stratovolcano,-34.917,-69.981,large,#FF0000,#FFFFFF,2
Tinguiririca,Stratovolcano,-34.814,-70.352,large,#FF0000,#FFFFFF,2
Planchon-Peteroa,Stratovolcano(es),-35.223,-70.568,large,#FF0000,#FFFFFF,2
Infiernillo,Volcanic field,-35.123,-69.9,large,#FF0000,#FFFFFF,2
Calabozos,Caldera,-35.558,-70.496,large,#FF0000,#FFFFFF,2
Descabezado Grande,Stratovolcano(es),-35.58,-70.75,large,#FF0000,#FFFFFF,2
"Azul, Cerro",Stratovolcano,-35.653,-70.761,large,#FF0000,#FFFFFF,2
"Maule, Laguna del",Caldera,-36.058,-70.492,large,#FF0000,#FFFFFF,2
San Pedro-Pellado,Stratovolcano(es),-35.989,-70.849,large,#FF0000,#FFFFFF,2
"Longavi, Nevado de",Stratovolcano,-36.1959,-71.1641,large,#FF0000,#FFFFFF,2
"Blancas, Lomas",Stratovolcano,-36.286,-71.009,large,#FF0000,#FFFFFF,2
"Resago, Volcan",Pyroclastic cone,-36.4606,-70.9033,large,#FF0000,#FFFFFF,2
Payun Matru,Volcanic field,-36.422,-69.241,large,#FF0000,#FFFFFF,2
"Chillan, Nevados de",Stratovolcano,-36.868,-71.378,large,#FF0000,#FFFFFF,2
Tromen Volcanic Plateau,Stratovolcano(es),-37.144,-70.033,large,#FF0000,#FFFFFF,2
Antuco,Stratovolcano,-37.406,-71.349,large,#FF0000,#FFFFFF,2
Copahue,Stratovolcano,-37.856,-71.183,large,#FF0000,#FFFFFF,2
Callaqui,Stratovolcano,-37.92,-71.45,large,#FF0000,#FFFFFF,2
Tolhuaca,Stratovolcano,-38.31,-71.645,large,#FF0000,#FFFFFF,2
Lonquimay,Stratovolcano,-38.379,-71.586,large,#FF0000,#FFFFFF,2
"Blanca, Laguna",Volcanic field,-39.02,-70.37,large,#FF0000,#FFFFFF,2
Llaima,Stratovolcano,-38.692,-71.729,large,#FF0000,#FFFFFF,2
Sollipulli,Caldera,-38.97,-71.52,large,#FF0000,#FFFFFF,2
Caburgua-Huelemolle,Volcanic field,-39.25,-71.75,large,#FF0000,#FFFFFF,2
Villarrica,Stratovolcano,-39.42,-71.93,large,#FF0000,#FFFFFF,2
Quetrupillan,Stratovolcano,-39.496,-71.722,large,#FF0000,#FFFFFF,2
Lanin,Stratovolcano,-39.637,-71.502,large,#FF0000,#FFFFFF,2
Huanquihue Group,Stratovolcano(es),-39.887,-71.58,large,#FF0000,#FFFFFF,2
Mocho-Choshuenco,Stratovolcano(es),-39.927,-72.027,large,#FF0000,#FFFFFF,2
Carran-Los Venados,Pyroclastic cone(s),-40.35,-72.07,large,#FF0000,#FFFFFF,2
Puyehue-Cordon Caulle,Stratovolcano,-40.59,-72.117,large,#FF0000,#FFFFFF,2
Antillanca Volcanic Complex,Stratovolcano(es),-40.783,-72.15,large,#FF0000,#FFFFFF,2
Puntiagudo-Cordon Cenizos,Stratovolcano,-40.969,-72.264,large,#FF0000,#FFFFFF,2
Osorno,Stratovolcano,-41.105,-72.496,large,#FF0000,#FFFFFF,2
Tronador,Stratovolcano,-41.157,-71.885,large,#FF0000,#FFFFFF,2
Cayutue-La Vigueria,Volcanic field,-41.3,-72.27,large,#FF0000,#FFFFFF,2
Calbuco,Stratovolcano,-41.33,-72.618,large,#FF0000,#FFFFFF,2
Yate,Stratovolcano,-41.755,-72.396,large,#FF0000,#FFFFFF,2
Hornopiren,Stratovolcano,-41.874,-72.431,large,#FF0000,#FFFFFF,2
Apagado,Pyroclastic cone,-41.88,-72.58,large,#FF0000,#FFFFFF,2
Crater Basalt Volcanic Field,Volcanic field,-42.018,-70.194,large,#FF0000,#FFFFFF,2
Huequi,Lava dome(s),-42.377,-72.578,large,#FF0000,#FFFFFF,2
Michinmahuida,Stratovolcano,-42.799,-72.445,large,#FF0000,#FFFFFF,2
Chaiten,Caldera,-42.8349,-72.6514,large,#FF0000,#FFFFFF,2
Yanteles,Stratovolcano(es),-43.469,-72.782,large,#FF0000,#FFFFFF,2
Corcovado,Stratovolcano,-43.189,-72.794,large,#FF0000,#FFFFFF,2
Melimoyu,Stratovolcano,-44.08,-72.88,large,#FF0000,#FFFFFF,2
Puyuhuapi,Pyroclastic cone(s),-44.3,-72.53,large,#FF0000,#FFFFFF,2
Mentolat,Stratovolcano,-44.7,-73.08,large,#FF0000,#FFFFFF,2
Cay,Stratovolcano,-45.059,-72.984,large,#FF0000,#FFFFFF,2
Maca,Stratovolcano,-45.1,-73.17,large,#FF0000,#FFFFFF,2
"Hudson, Cerro",Stratovolcano,-45.9,-72.97,large,#FF0000,#FFFFFF,2
Lautaro,Stratovolcano,-49.019,-73.504,large,#FF0000,#FFFFFF,2
Aguilera,Stratovolcano,-50.33,-73.75,large,#FF0000,#FFFFFF,2
Reclus,Pyroclastic cone,-50.9395,-73.5802,large,#FF0000,#FFFFFF,2
Meullin,Volcanic field,-45.22,-73.05,large,#FF0000,#FFFFFF,2
"Burney, Monte",Stratovolcano,-52.33,-73.4,large,#FF0000,#FFFFFF,2
Pali-Aike Volcanic Field,Volcanic field,-52.082,-69.698,large,#FF0000,#FFFFFF,2
Fueguino,Lava dome(s),-54.97,-70.262,large,#FF0000,#FFFFFF,2
Saba,Stratovolcano,17.63,-63.23,large,#FF0000,#FFFFFF,2
"Quill, The",Stratovolcano,17.478,-62.96,large,#FF0000,#FFFFFF,2
Liamuiga,Stratovolcano,17.37,-62.8,large,#FF0000,#FFFFFF,2
Nevis Peak,Stratovolcano,17.15,-62.58,large,#FF0000,#FFFFFF,2
Soufriere Hills,Stratovolcano,16.72,-62.18,large,#FF0000,#FFFFFF,2
Soufriere Guadeloupe,Stratovolcano,16.044,-61.664,large,#FF0000,#FFFFFF,2
"Diables, Morne aux",Lava dome(s),15.612,-61.43,large,#FF0000,#FFFFFF,2
"Diablotins, Morne",Stratovolcano,15.503,-61.397,large,#FF0000,#FFFFFF,2
"Trois Pitons, Morne",Complex,15.37,-61.33,large,#FF0000,#FFFFFF,2
"Watt, Morne",Stratovolcano(es),15.307,-61.305,large,#FF0000,#FFFFFF,2
"Plat Pays, Morne",Stratovolcano,15.255,-61.341,large,#FF0000,#FFFFFF,2
Pelee,Stratovolcano,14.809,-61.166,large,#FF0000,#FFFFFF,2
Qualibou,Caldera,13.83,-61.05,large,#FF0000,#FFFFFF,2
Soufriere St. Vincent,Stratovolcano,13.33,-61.18,large,#FF0000,#FFFFFF,2
Kick 'em Jenny,Complex,12.3,-61.64,large,#FF0000,#FFFFFF,2
St. Catherine,Stratovolcano,12.15,-61.67,large,#FF0000,#FFFFFF,2
Snaefellsjokull,Stratovolcano,64.8,-23.783,large,#FF0000,#FFFFFF,2
Helgrindur,Volcanic field,64.866,-23.283,large,#FF0000,#FFFFFF,2
Ljosufjoll,Volcanic field,64.9,-22.483,large,#FF0000,#FFFFFF,2
Reykjanes,Crater rows,63.817,-22.717,large,#FF0000,#FFFFFF,2
Eldey,Fissure vent,63.733,-23,large,#FF0000,#FFFFFF,2
Krysuvik-Trolladyngja,Crater rows,63.917,-22.067,large,#FF0000,#FFFFFF,2
Fagradalsfjall,Fissure vent,63.895,-22.258,large,#FF0000,#FFFFFF,2
Brennisteinsfjoll,Crater rows,63.933,-21.783,large,#FF0000,#FFFFFF,2
Hengill,Crater rows,64.083,-21.416,large,#FF0000,#FFFFFF,2
Hromundartindur,Stratovolcano,64.083,-21.333,large,#FF0000,#FFFFFF,2
Grimsnes,Volcanic field,64.05,-20.883,large,#FF0000,#FFFFFF,2
Prestahnukur,Fissure vent(s),64.583,-20.666,large,#FF0000,#FFFFFF,2
Oddnyjarhnjukur-Langjokull,Fissure vent(s),64.85,-19.7,large,#FF0000,#FFFFFF,2
Hofsjokull,Fissure vent(s),64.833,-18.766,large,#FF0000,#FFFFFF,2
Vestmannaeyjar,Fissure vent(s),63.416,-20.266,large,#FF0000,#FFFFFF,2
Eyjafjallajokull,Stratovolcano,63.633,-19.633,large,#FF0000,#FFFFFF,2
Katla,Fissure vent(s),63.633,-19.083,large,#FF0000,#FFFFFF,2
Tindfjallajokull,Stratovolcano,63.783,-19.716,large,#FF0000,#FFFFFF,2
Torfajokull,Stratovolcano,63.892,-19.122,large,#FF0000,#FFFFFF,2
Hekla,Stratovolcano,63.983,-19.666,large,#FF0000,#FFFFFF,2
Grimsvotn,Caldera,64.416,-17.316,large,#FF0000,#FFFFFF,2
Thordarhyrna,Stratovolcano,64.267,-17.617,large,#FF0000,#FFFFFF,2
Bardarbunga,Stratovolcano,64.633,-17.516,large,#FF0000,#FFFFFF,2
Tungnafellsjokull,Stratovolcano,64.75,-17.916,large,#FF0000,#FFFFFF,2
Kverkfjoll,Stratovolcano,64.653,-16.647,large,#FF0000,#FFFFFF,2
Askja,Stratovolcano,65.033,-16.783,large,#FF0000,#FFFFFF,2
Fremrinamar,Stratovolcano,65.416,-16.666,large,#FF0000,#FFFFFF,2
Krafla,Caldera,65.715,-16.728,large,#FF0000,#FFFFFF,2
Heidarspordar,Fissure vent,65.583,-16.817,large,#FF0000,#FFFFFF,2
Theistareykir,Shield,65.883,-16.967,large,#FF0000,#FFFFFF,2
Tjornes Fracture Zone,Fissure vent,66.309,-17.118,large,#FF0000,#FFFFFF,2
Oraefajokull,Stratovolcano,64,-16.65,large,#FF0000,#FFFFFF,2
Esjufjoll,Stratovolcano,64.25,-16.583,large,#FF0000,#FFFFFF,2
Snaefell,Stratovolcano,64.798,-15.56,large,#FF0000,#FFFFFF,2
Kolbeinsey Ridge,Fissure vent,66.67,-18.5,large,#FF0000,#FFFFFF,2
Jan Mayen,Stratovolcano,71.082,-8.155,large,#FF0000,#FFFFFF,2
East Gakkel Ridge at 85°E,Fissure vent,85.608,85.25,large,#FF0000,#FFFFFF,2
Pico Fracture Zone,Fissure vent,38.75,-38.08,large,#FF0000,#FFFFFF,2
Flores,Stratovolcano(es),39.462,-31.216,large,#FF0000,#FFFFFF,2
Fayal,Stratovolcano,38.576,-28.713,large,#FF0000,#FFFFFF,2
Pico,Stratovolcano,38.47,-28.4,large,#FF0000,#FFFFFF,2
Sao Jorge,Fissure vent,38.65,-28.08,large,#FF0000,#FFFFFF,2
Graciosa,Stratovolcano,39.02,-27.97,large,#FF0000,#FFFFFF,2
Terceira,Stratovolcano(es),38.73,-27.32,large,#FF0000,#FFFFFF,2
Don Joao de Castro Bank,Shield,38.23,-26.63,large,#FF0000,#FFFFFF,2
Sete Cidades,Stratovolcano,37.865,-25.785,large,#FF0000,#FFFFFF,2
Picos Fissural Volcanic System,Fissure vent,37.78,-25.67,large,#FF0000,#FFFFFF,2
Agua de Pau,Stratovolcano,37.77,-25.47,large,#FF0000,#FFFFFF,2
Furnas,Stratovolcano,37.77,-25.32,large,#FF0000,#FFFFFF,2
Monaco Bank,Fissure vent,37.6,-25.88,large,#FF0000,#FFFFFF,2
Madeira,Shield,32.73,-16.97,large,#FF0000,#FFFFFF,2
La Palma,Stratovolcano(es),28.57,-17.83,large,#FF0000,#FFFFFF,2
Hierro,Shield,27.73,-18.03,large,#FF0000,#FFFFFF,2
Tenerife,Stratovolcano,28.271,-16.641,large,#FF0000,#FFFFFF,2
Gran Canaria,Fissure vent(s),28,-15.58,large,#FF0000,#FFFFFF,2
Fuerteventura,Fissure vent(s),28.358,-14.02,large,#FF0000,#FFFFFF,2
Lanzarote,Fissure vent(s),29.03,-13.63,large,#FF0000,#FFFFFF,2
Fogo,Stratovolcano,14.95,-24.35,large,#FF0000,#FFFFFF,2
Brava,Stratovolcano,14.8514,-24.7041,large,#FF0000,#FFFFFF,2
Romanche Fracture Zone,Fissure vent,-0.433,-19.596,large,#FF0000,#FFFFFF,2
Ascension,Stratovolcano,-7.9458,-14.3667,large,#FF0000,#FFFFFF,2
Walvis Ridge at 33°S,Cone,-32.958,-5.22,large,#FF0000,#FFFFFF,2
Tristan da Cunha,Shield,-37.092,-12.28,large,#FF0000,#FFFFFF,2
Nightingale Island,Stratovolcano,-37.42,-12.48,large,#FF0000,#FFFFFF,2
Bouvet,Shield,-54.408,3.351,large,#FF0000,#FFFFFF,2
Buckle Island,Stratovolcano,-66.78,163.25,large,#FF0000,#FFFFFF,2
Young Island,Stratovolcano,-66.42,162.47,large,#FF0000,#FFFFFF,2
Sturge Island,Stratovolcano,-67.4,164.83,large,#FF0000,#FFFFFF,2
"Pleiades, The",Stratovolcano,-72.67,165.5,large,#FF0000,#FFFFFF,2
Melbourne,Stratovolcano,-74.35,164.7,large,#FF0000,#FFFFFF,2
Unnamed,Caldera,-76.83,163,large,#FF0000,#FFFFFF,2
Morning,Shield,-78.5,163.53,large,#FF0000,#FFFFFF,2
Erebus,Stratovolcano,-77.53,167.17,large,#FF0000,#FFFFFF,2
Royal Society Range,Pyroclastic cone(s),-78.25,163.33,large,#FF0000,#FFFFFF,2
Berlin,Shield(s),-76.05,-136,large,#FF0000,#FFFFFF,2
Andrus,Shield(s),-75.8,-132.33,large,#FF0000,#FFFFFF,2
Takahe,Shield,-76.28,-112.08,large,#FF0000,#FFFFFF,2
Hudson Mountains,Stratovolcano(es),-74.33,-99.42,large,#FF0000,#FFFFFF,2
Deception Island,Caldera,-62.9567,-60.6367,large,#FF0000,#FFFFFF,2
Penguin Island,Stratovolcano,-62.1,-57.93,large,#FF0000,#FFFFFF,2
Bridgeman Island,Stratovolcano,-62.063,-56.713,large,#FF0000,#FFFFFF,2
Paulet,Pyroclastic cone,-63.579,-55.78,large,#FF0000,#FFFFFF,2
Southern Thule,Stratovolcano(es),-59.442,-27.225,large,#FF0000,#FFFFFF,2
Bristol Island,Stratovolcano,-59.017,-26.533,large,#FF0000,#FFFFFF,2
Montagu Island,Shield,-58.445,-26.374,large,#FF0000,#FFFFFF,2
Saunders,Stratovolcano,-57.8,-26.483,large,#FF0000,#FFFFFF,2
Candlemas Island,Stratovolcano,-57.08,-26.67,large,#FF0000,#FFFFFF,2
Hodson,Stratovolcano,-56.712,-27.176,large,#FF0000,#FFFFFF,2
Leskov Island,Stratovolcano,-56.656,-28.14,large,#FF0000,#FFFFFF,2
Zavodovski,Stratovolcano,-56.3,-27.57,large,#FF0000,#FFFFFF,2
Protector Seamounts,Volcanic field,-55.912,-28.167,large,#FF0000,#FFFFFF,2
Mount Haddington Volcanic Field,Shield,-64.15,-57.75,large,#FF0000,#FFFFFF,2
Melville,Stratovolcano,-62.02,-57.67,large,#FF0000,#FFFFFF,2
